conversation_id,speaker_id,start_time,end_time,text,outcome
30918_18,1,18.8,22.55,"I'm happy with my current situation, and I’ve already got a fixed contract that doesn’t expire until November. I don’t want to get hit with extra fees.",no sale
30918_18,0,22.8,26.13,That's a fair point. Our plan is contract-free and there’s no fee to enroll or to cancel. It simply gives you a 10% discount on the per-kilowatt rate you pay now.,no sale
30918_18,1,26.65,29.61,"I appreciate it, but I’ve actually compared rates not long ago and mine are pretty low already.",no sale
30918_18,0,30.12,33.65,"Just quickly, may I ask what you’re currently paying per kilowatt-hour? Sometimes the rate changes without customers noticing.",no sale
30918_18,1,34.0,36.44,I'm at $0.11 per kilowatt-hour with my current plan. I check my bill each month.,no sale
30918_18,0,37.02,40.66,"That's definitely a competitive rate. Our plan actually matches that—but with the additional monthly credit, you’d come out ahead.",no sale
30918_18,1,41.41,44.13,"Lucas, I understand, but I just don’t want to complicate things. I’m fine with what I’ve got.",no sale
30918_18,0,44.72,47.7,"Absolutely, I respect that. Would you be interested in us calling you back towards the end of your current contract?",no sale
30918_18,1,48.19,50.11,"No thank you, I prefer not to get more sales calls.",no sale
30918_18,0,50.47,53.75,"Understood, Ms. Gray. Thanks very much for your time today. If you change your mind, you can find us online any time.",no sale
30918_18,1,54.11,55.39,"Alright, thank you. Have a good afternoon.",no sale
42038_19,0,1.31,4.83,"Good afternoon, is this Ms. Harris?",no sale
42038_19,1,5.1,6.1,"Yes, this is she.",no sale
42038_19,0,6.5,11.92,"Hi Ms. Harris, this is Samuel from Northwest Energy. I’m reaching out because you're eligible for a new energy plan that could offer you substantial monthly discounts. Do you have a moment to chat?",no sale
42038_19,1,12.11,14.75,"I do have a minute, but I’m not really looking to change anything right now.",no sale
42038_19,0,15.0,19.24,"Of course, I understand! I’ll be quick. We have a promotion with a fixed rate and an additional $7 monthly discount for residential customers. May I ask, are you currently on a fixed or variable plan?",no sale
42038_19,1,19.9,22.4,"I believe mine is variable, but honestly, I haven’t checked in a while.",no sale
42038_19,0,22.74,26.48,"With energy prices fluctuating, most people find value in locking in a lower fixed rate—especially with our current discount. What’s your average electricity bill these days, if you don’t mind me asking?",no sale
42038_19,1,27.1,29.7,"Somewhere around $67, but it depends on the season. Why do you ask?",no sale
42038_19,0,30.01,35.13,"With the new plan, you’d be paying less during both summer and winter—no surprise spikes. And the discount would bring your bill closer to $60 a month consistently. Would you like a quote sent your way to see what it could look like?",no sale
42038_19,1,35.29,38.01,"I appreciate it, but I actually just signed a 12-month deal with my current provider a couple months ago.",no sale
42038_19,0,38.18,41.95,"Oh, understood! Did your current provider also offer any flexible terms if prices drop, or is it locked for that whole year?",no sale
42038_19,1,42.21,44.7,"It’s a fixed year and, honestly, I don’t want the hassle of switching right now.",no sale
42038_19,0,45.1,48.99,"No problem, Ms. Harris. If it’s okay, I can mark your account to check back in a few months before your current contract ends. Does that sound alright?",no sale
42038_19,1,49.18,51.2,"That would be fine. Thanks, Samuel.",no sale
59043_20,0,0.94,4.52,"Good afternoon, am I speaking with Mr. Mendoza?",no sale
59043_20,1,4.57,5.05,"Yes, this is he.",no sale
59043_20,0,5.28,10.79,"Hi Mr. Mendoza, this is Angela from Evergreen Utilities. The reason for my call is to let you know about a new energy plan we've launched that gives loyal customers like you a guaranteed 15% discount for the next year. Do you have a minute for me to share the details?",no sale
59043_20,1,11.15,13.69,"Oh, uh, sure, but I'll say upfront I'm pretty happy with my current plan.",no sale
59043_20,0,14.05,19.97,"Absolutely, and I appreciate your loyalty. The new plan is designed to help customers lock in savings, especially as prices are expected to rise a bit this year. The discount is applied directly to your electricity usage each month, and there’s no commitment—cancel anytime.",no sale
59043_20,1,20.25,22.7,I see. Could you explain how it would be different from what I have now?,no sale
59043_20,0,23.07,28.38,"Of course! Right now, you’re on our Flex Basic plan. With the Evergreen Saver, you’d get an immediate 15% off every kilowatt-hour you use, and there’s also a bonus $20 off your first bill if you enroll this week.",no sale
59043_20,1,28.55,31.57,Is there any catch? Like higher rates after a certain period or hidden fees?,no sale
59043_20,0,32.03,36.86,"Good question—no hidden fees, it’s just the regular monthly supply charge and the new discounted rate. The only thing to note is the discount is for twelve months, after which we’d reach out to renew.",no sale
59043_20,1,37.11,41.27,"Hmm. I really don’t like changing things unless I have to, and I’m not sure I’d want to keep up with plan renewals.",no sale
59043_20,0,41.65,45.29,"No worries, the renewal process is really easy, and we always notify before anything changes. Plus, if you ever find a better deal, you can leave without a penalty.",no sale
59043_20,1,45.53,48.42,"Thanks, but I think I’ll stick with what I have for now. I already compared a few offers a month ago.",no sale
59043_20,0,48.62,51.29,That's completely fine! Would you like me to note to contact you when another offer comes up?,no sale
59043_20,1,51.59,53.08,"No, that’s okay, I get too many of these calls as-is.",no sale
59043_20,0,53.41,56.21,"Understood, Mr. Mendoza. I appreciate your time today. If anything changes, just give us a call anytime.",no sale
58217_21,0,1.42,5.04,"Good afternoon, may I speak with Mr. Johnson please?",no sale
58217_21,1,5.17,5.97,This is him.,no sale
58217_21,0,6.33,10.68,"Hi Mr. Johnson, my name is Lena from BrightStar Energy. How are you today?",no sale
58217_21,1,11.02,12.18,"I'm doing fine, thank you. How can I help you?",no sale
58217_21,0,12.51,19.76,Awesome. I'm calling because we have a brand new energy plan with special discounts just for our loyal customers—like you. Would you be interested in hearing how you could lower your bill starting next month?,no sale
58217_21,1,20.15,22.65,"Honestly, I just switched companies about a month ago. My contract is pretty new.",no sale
58217_21,0,23.08,27.55,I understand! A lot of customers are still eligible for discounts even if they recently switched. May I ask what prompted your change?,no sale
58217_21,1,27.83,32.01,Mostly the previous company kept raising their rates. I just wanted something stable for a while.,no sale
58217_21,0,32.42,37.06,"That makes sense. Our new plan has a guaranteed rate for six months, and an immediate $8 monthly discount if you enroll now. There's no long-term contract—just flexibility and savings.",no sale
58217_21,1,37.56,41.87,I appreciate you letting me know. It's honestly just not a good time for me to consider switching again. I'm still sorting out the paperwork from the last change.,no sale
58217_21,0,42.23,45.64,"Totally understandable. If I email you some details, would you be open to reviewing it when you're ready?",no sale
58217_21,1,46.06,48.17,"You can send information, sure, but I really don't want any follow-up calls.",no sale
58217_21,0,48.39,51.96,"No worries at all. I'll make a note not to call back. Just so you know, the promo is only available for a short time, but I'll send you the info in case your situation changes.",no sale
58217_21,1,52.31,54.33,"Sounds good, thanks for understanding.",no sale
58217_21,0,54.74,57.82,"Of course! Have a great rest of your day, Mr. Johnson.",no sale
87121_22,0,0.0,3.14,"Hello, may I speak with Mr. Johnson? Hi, this is Maria from GreenChoice Energy.",no sale
87121_22,1,3.76,5.18,Speaking. How can I help you?,no sale
87121_22,0,5.45,9.97,"Great! The reason for my call is to let you know about a new energy plan we’re offering this month. As a loyal customer, you qualify for special discounts on your electricity bill.",no sale
87121_22,1,10.39,12.41,That sounds interesting. What kind of discounts are we talking about?,no sale
87121_22,0,13.01,17.92,"Sure! With our GreenSaver plan, you get an 11% discount on your kilowatt-hour rate from day one, no contract lock-in, and it’s compatible with any other device discounts you may have.",no sale
87121_22,1,18.34,20.15,Is there a catch? Do I need to change providers or pay any setup fees?,no sale
87121_22,0,20.52,25.23,No catch! You’d stay with your current distributor; the only change is that we lock in a lower rate for you. There’s no setup fee—we handle the switch for you.,no sale
87121_22,1,25.75,28.94,"Okay, but I’m actually already on a rate I negotiated last month. I doubt you can beat that.",no sale
87121_22,0,29.42,33.83,"If you don’t mind me asking, what rate are you currently paying per kilowatt-hour? I can check instantly if ours is more competitive.",no sale
87121_22,1,34.19,37.2,I’m at 7.9 cents per kilowatt-hour for the next year.,no sale
87121_22,0,37.67,41.01,"That’s very competitive—a great rate, actually. Most customers are above 10 cents right now.",no sale
87121_22,0,41.55,44.8,"The GreenSaver plan is at 9.2 cents, so you’ve got a better deal currently.",no sale
87121_22,1,45.23,48.61,"Yeah, thanks for checking. I think I’ll stick with my current plan at least until it’s up for renewal.",no sale
87121_22,0,48.98,52.92,"That’s absolutely understandable, Mr. Johnson. If anything changes or when your contract renewal comes up, we’d love to give you a new quote.",no sale
87121_22,1,53.38,55.09,"Sounds good. Thanks for your time, Maria.",no sale
87121_22,0,55.41,58.56,Thank you for listening! Have a great day.,no sale
28514_23,0,2.17,6.34,"Hello, this is Sarah calling from GreenSpark Energy. May I speak with Mr. Davis, please?",no sale
28514_23,1,6.84,7.5,"Yes, speaking.",no sale
28514_23,0,7.96,12.42,"Hi, Mr. Davis! I promise I’ll keep this brief. I’m reaching out because you’re eligible for some exclusive discounts on your home energy plan with us.",no sale
